Species,Class,Order,K,Lm,QB,Troph,DepthMax,TempPrefMean,Generation_time,RepGuildCombined,BodyShapIII_combined,PositionWaterColumn,SwimMode
Acanthurus sohal,Actinopterygii,Perciformes,0.349999994,23.8,19.8,2,20,27,2.360973,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep_compressed,reef_associated,labriform
Acanthurus tennentii,Actinopterygii,Perciformes,0.449999988,19,23.1,2,40,27.7,1.763359,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep_compressed,reef_associated,labriform
Acanthurus thompsoni,Actinopterygii,Perciformes,0.50999999,16.9,10,3.64,119,27.6,1.539792,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep_compressed,reef_associated,labriform
Acanthurus tractus,Actinopterygii,Perciformes,1.06099999,10.97414,29.7,2,45,26.6,1.018777,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep_compressed,reef_associated,labriform
Acanthurus triostegus,Actinopterygii,Perciformes,1,12.30906,11.2,2.78,90,27.6,1.065643,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep_compressed,reef_associated,labriform
Acanthurus tristis,Actinopterygii,Perciformes,0.540000021,15.7,10.5,2.22,30,28.7,1.444039,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep,reef_associated,labriform
Acanthurus xanthopterus,Actinopterygii,Perciformes,0.287,35.47286,19.2,2.87,100,27.7,3.033178,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_compressed,reef_associated,labriform
Acarobythites larsonae,Actinopterygii,Ophidiiformes,2.619999886,2,93.3,3.1,3,26.6578,0.5150415,bearers_internal_live_bearers,elongated,reef_associated,anguilliform
Acentrogobius audax,Actinopterygii,Perciformes,0.639999986,7,26.4,3.48,20,28,1.768739,guarders,fusiform_normal,demersal,diodontiform
Acentrogobius caninus,Actinopterygii,Perciformes,0.600000024,8.8,15.4,3.5,50,28.2,1.841521,guarders,elongated_circular,demersal,diodontiform
Acentrogobius cenderawasih,Actinopterygii,Perciformes,1.50999999,3.1,70.2,3.23,30,28.1686,0.8557454,guarders,elongated_oval,reef_associated,diodontiform
Acentrogobius cyanomos,Actinopterygii,Perciformes,0.670000017,7.9,37.1,3.47,20,28.6,1.675825,guarders,elongated_circular,benthopelagic,diodontiform
Acentrogobius dayi,Actinopterygii,Perciformes,0.699999988,7.6,38,3.46,18,27.53810238,1.608977,guarders,elongated,demersal,diodontiform
Acentrogobius ennorensis,Actinopterygii,Perciformes,1.049999952,4.3,25.5,3.34,33.26166667,24.18890714,1.17036,guarders,fusiform_normal,demersal,diodontiform
Acentrogobius griseus,Actinopterygii,Perciformes,0.779999971,5.8,20.8,3.42,30.44585227,26.21133696,1.517468,guarders,elongated,demersal,diodontiform
Acentrogobius janthinopterus,Actinopterygii,Perciformes,0.620000005,8.5,35.2,3.49,20,28.6,1.777791,guarders,elongated,reef_associated,diodontiform
Acentrogobius limarius,Actinopterygii,Perciformes,1.74000001,2.7,76.9,3.19,26,28.36963333,0.75725,guarders,elongated_compressed,demersal,diodontiform
Acentrogobius masoni,Actinopterygii,Perciformes,0.779999971,0.9,73.4,3.42,23.86510101,27.88489444,2.044398,guarders,elongated,demersal,diodontiform
Acentrogobius moloanus,Actinopterygii,Perciformes,0.939999998,5.8,20.8,4.2,25,28.6,1.259814,guarders,elongated_circular,demersal,diodontiform
Acentrogobius multifasciatus,Actinopterygii,Perciformes,0.779999971,0.9,73.4,3.42,20,28.7,2.044398,guarders,elongated,demersal,diodontiform
Acentrogobius nebulosus,Actinopterygii,Perciformes,0.370000005,11.8,28.3,3.64,15,28.4,2.890108,guarders,fusiform_normal_oval,reef_associated,diodontiform
Acentrogobius pflaumii,Actinopterygii,Perciformes,2.74000001,37.62191,3.5,3.07,117.1647222,17.77354286,0.5014018,guarders,fusiform_normal,demersal,diodontiform
Acentrogobius simplex,Actinopterygii,Perciformes,0.75999999,7,45.6,3.43,47.730625,26.07873696,1.49578,guarders,elongated,demersal,diodontiform
Acentrogobius suluensis,Actinopterygii,Perciformes,1.769999981,2.6,35.5,3.19,4,28.8,0.7262237,guarders,elongated_oval,demersal,diodontiform
Acentrogobius vanderloosi,Actinopterygii,Perciformes,1.25999999,3.6,63.2,3.29,18,28.43467647,0.9995695,guarders,elongated_compressed,demersal,diodontiform
Acentrogobius viganensis,Actinopterygii,Perciformes,0.779999971,0.9,73.4,3.42,23.86510101,27.88489444,2.044398,guarders,elongated,demersal,diodontiform
Acentrogobius violarisi,Actinopterygii,Perciformes,1.929999948,2.4,82.5,3.16,18,28.37613333,0.6722617,guarders,elongated_compressed,demersal,diodontiform
Acentrogobius viridipunctatus,Actinopterygii,Perciformes,0.479999989,10.9,26.4,3.56,50,28.2,2.240861,guarders,fusiform_normal,demersal,diodontiform
Acentronura breviperula,Actinopterygii,Syngnathiformes,3.25,3.8,61,3.15,47,28.2,0.3927931,bearers,elongated,reef_associated,amiiform
Acentronura gracilissima,Actinopterygii,Syngnathiformes,2.900000095,0.9,32.8,3.75,48.246,26.09928571,0.5570449,bearers_external_brooders,elongated,reef_associated,amiiform
Acentronura tentaculata,Actinopterygii,Syngnathiformes,2.630000114,4.7,53,3.18,20,28.5,0.4661472,bearers_external_brooders,elongated,reef_associated,amiiform
Acentrophryne dolichonema,Actinopterygii,Lophiiformes,0.450625003,7.3,15.6,3.79,1105,7.670875199,2.460720486,nonguarders,short_and_or_deep,bathypelagic,tetraodontiform
Acentrophryne longidens,Actinopterygii,Lophiiformes,0.709175001,3.8,24.4,3.47,1280,9.6,1.737054405,nonguarders,short_and_or_deep_oval,bathypelagic,tetraodontiform
Achiroides leucorhynchos,Actinopterygii,Pleuronectiformes,0.819999993,5.8,20.8,3.5,50,26.3245,1.439299,nonguarders,short_and_or_deep,demersal,anguilliform
Achiroides melanorhynchus,Actinopterygii,Pleuronectiformes,0.49000001,9.4,14.9,3.5,50,28.8,2.22101,nonguarders,short_and_or_deep,demersal,anguilliform
Achiropsetta tricholepis,Actinopterygii,Pleuronectiformes,0.26174,23.3,3.6,3.37,1186,6.4,3.51074846,nonguarders,short_and_or_deep,demersal,anguilliform
Achirus achirus,Actinopterygii,Pleuronectiformes,0.25999999,22.3,7.5,4.01,20,27.3,3.123047,nonguarders,short_and_or_deep,demersal,anguilliform
Achirus declivis,Actinopterygii,Pleuronectiformes,0.49000001,12.2,24.1,3.32,50,27.3,2.171257,nonguarders,short_and_or_deep,demersal,anguilliform
Achirus klunzingeri,Actinopterygii,Pleuronectiformes,0.409999996,14.6,27.7,3.35,40,27.4,1.850636,nonguarders,short_and_or_deep,demersal,anguilliform
Achirus lineatus,Actinopterygii,Pleuronectiformes,0.289999992,20.1,7.5,3.52,20,27.2,2.772886,nonguarders,short_and_or_deep,reef_associated,anguilliform
Achirus mazatlanus,Actinopterygii,Pleuronectiformes,1.200000048,12.30906,30.1,3.2,60,24.7,0.741044,nonguarders,short_and_or_deep,demersal,anguilliform
Achirus mucuri,Actinopterygii,Pleuronectiformes,0.800000012,6.4,42.9,3.25,255.27,17.70533333,1.462868,nonguarders,short_and_or_deep_compressed,benthopelagic,anguilliform
Achirus scutum,Actinopterygii,Pleuronectiformes,0.340000004,17.4,9.8,3.27,46,26.2,2.296416,nonguarders,short_and_or_deep,demersal,anguilliform
Achirus zebrinus,Actinopterygii,Pleuronectiformes,0.379999995,0.9,161.6,3.36,50,24.36063333,4.163238,nonguarders,short_and_or_deep,demersal,anguilliform
Achoerodus gouldii,Actinopterygii,Perciformes,0.140000001,37.03722,3.6,3.78,65,18.2,6.229504,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,reef_associated,labriform
Achoerodus viridis,Actinopterygii,Perciformes,0.08,35.1,0,3.7,40,18.3,11.15199,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,reef_associated,labriform
Acipenser brevirostrum,Actinopterygii,Acipenseriformes,0.05,73.5,0,3.25,53,15.6,19.53941,nonguarders_open_water_substratum_egg_scatterers,elongated_angular,demersal,subcarangiform
Acipenser gueldenstaedtii,Actinopterygii,Acipenseriformes,0.050000001,112.9211,1.6,3.32,100,13.8,20.11872,nonguarders_open_water_substratum_egg_scatterers,elongated_circular,demersal,subcarangiform
Acipenser medirostris,Actinopterygii,Acipenseriformes,0.086999997,92.94386,1.8,3.52,80,10.6,11.30722,nonguarders_open_water_substratum_egg_scatterers,elongated,demersal,subcarangiform
Acipenser mikadoi,Actinopterygii,Acipenseriformes,0.079999998,76.7,3.5,3.31,50,18.3,11.9948,nonguarders_open_water_substratum_egg_scatterers,elongated_angular,demersal,subcarangiform
Acipenser naccarii,Actinopterygii,Acipenseriformes,0.06,98.8,0,3.35,40,17.4,16.67662,nonguarders_open_water_substratum_egg_scatterers,elongated_circular,demersal,subcarangiform
Acipenser nudiventris,Actinopterygii,Acipenseriformes,0.07,107.1896,1.6,3.33,60,10.4,14.29554,nonguarders_open_water_substratum_egg_scatterers,elongated_circular,demersal,subcarangiform
Acipenser oxyrinchus,Actinopterygii,Acipenseriformes,0.059999999,112.9211,1.8,3.27,46,17.3,16.77722,nonguarders_open_water_substratum_egg_scatterers,elongated_angular,demersal,subcarangiform
Acipenser persicus,Actinopterygii,Acipenseriformes,0.04,122.5,0,3.72,50,18.70316667,25.54533,nonguarders_open_water_substratum_egg_scatterers,elongated_circular,demersal,subcarangiform
Acipenser schrenckii,Actinopterygii,Acipenseriformes,0.059999999,99.68164,2,3.26,20,16.4025,16.51652,nonguarders_open_water_substratum_egg_scatterers,elongated,demersal,subcarangiform
Acipenser sinensis,Actinopterygii,Acipenseriformes,0.03,67.5,0,3.5,50,23.5,31.95293,nonguarders_open_water_substratum_egg_scatterers,elongated,demersal,subcarangiform
Acipenser stellatus,Actinopterygii,Acipenseriformes,0.170000002,79.38428,2.4,3.49,100,13.1,6.243109,nonguarders_open_water_substratum_egg_scatterers,elongated_circular,demersal,subcarangiform
Acipenser sturio,Actinopterygii,Acipenseriformes,0.029999999,221.6027,1.1,3.51,93,11,36.34711,nonguarders_open_water_substratum_egg_scatterers,elongated,demersal,subcarangiform
Acipenser transmontanus,Actinopterygii,Acipenseriformes,0.039999999,160.8693,0.9,3.25,122,9.7,26.25021,nonguarders_open_water_substratum_egg_scatterers,elongated,demersal,subcarangiform
Acreichthys hajam,Actinopterygii,Tetraodontiformes,1.059999943,5.1,32.8,2.91,15,28.6,1.126336,mixed,short_and_or_deep,demersal,balistiform
Acreichthys radiatus,Actinopterygii,Tetraodontiformes,1.279999971,5.1,22.7,2.92,12,28.6,0.9349347,mixed,short_and_or_deep,reef_associated,balistiform
Acreichthys tomentosus,Actinopterygii,Tetraodontiformes,0.860000014,7.658071,50.7,2.97,15,28.6,1.313322,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep,reef_associated,balistiform
Acromycter alcocki,Actinopterygii,Anguilliformes,0.620000005,15.9,9.2,3.69,640,2.9,1.244686,nonguarders,eel_like,benthopelagic,anguilliform
Acromycter atlanticus,Actinopterygii,Anguilliformes,0.540000021,18.2,8.4,3.73,640,9.4,1.46707,nonguarders,eel_like,bathydemersal,anguilliform
Acromycter longipectoralis,Actinopterygii,Anguilliformes,0.709999979,13.9,10.1,3.65,580,11.33775,1.480556,nonguarders,eel_like,bathypelagic,anguilliform
Acromycter nezumi,Actinopterygii,Anguilliformes,0.400000006,23.8,3.6,3.82,200,21.3,2.062101,nonguarders,eel_like,demersal,anguilliform
Acromycter perturbator,Actinopterygii,Anguilliformes,0.540000021,0.9,64.6,3.73,1318,13.55403333,2.939685,nonguarders,eel_like,bathydemersal,anguilliform
Acropoma argentistigma,Actinopterygii,Perciformes,0.730000019,7.5,38.4,3.55,200,22.15605556,1.550732,nonguarders,fusiform_normal_compressed,pelagic_neritic,carangiform
Acropoma boholensis,Actinopterygii,Perciformes,0.610000014,8.9,34.1,3.61,1000,16.76816667,1.797047,nonguarders,fusiform_normal_compressed,pelagic_neritic,carangiform
Acropoma hanedai,Actinopterygii,Perciformes,0.589999974,9.2,17,3.62,400,18.1,1.873986,nonguarders,fusiform_normal_compressed,benthopelagic,carangiform
Acropoma japonicum,Actinopterygii,Perciformes,0.5,12.9,4,3.26,500,15.7,2.105642,nonguarders,fusiform_normal_compressed,bathypelagic,carangiform
Acropoma lecorneti,Actinopterygii,Perciformes,0.270000011,21.2,3.4,3.87,360,16.4,2.995775,nonguarders,elongated_compressed,bathypelagic,carangiform
Acropoma profundum,Actinopterygii,Perciformes,1.820000052,3.1,28,3.26,1203,13.0874,0.7093272,nonguarders,fusiform_normal_compressed,bathypelagic,carangiform
Acyrtops amplicirrus,Actinopterygii,Gobiesociformes,0.980000019,1.6,112.1,3.03,22.01136364,25.30505714,1.595837,mixed,elongated,demersal,anguilliform
Acyrtops beryllinus,Actinopterygii,Gobiesociformes,2.420000076,1.902174,44.4,3.33,10,27.5,0.5842344,guarders_clutch_tenders,elongated,reef_associated,anguilliform
Acyrtus artius,Actinopterygii,Gobiesociformes,0.629999995,2.4,37.5,3.13,23.3330303,26.067,2.048992,mixed,elongated,reef_associated,anguilliform
Acyrtus lanthanum,Actinopterygii,Gobiesociformes,0.779999971,2,95.5,3.08,7,24.73058333,1.848743,mixed,elongated_oval,benthopelagic,anguilliform
Acyrtus pauciradiatus,Actinopterygii,Gobiesociformes,1.100000024,1.4,119.5,3,18.07027778,26.55921429,1.318872,mixed,elongated,demersal,anguilliform
Acyrtus rubiginosus,Actinopterygii,Gobiesociformes,0.649999976,2.8,34.4,3.26,4,27.5,2.056436,mixed,elongated,demersal,anguilliform
Adelosebastes latens,Actinopterygii,Scorpaeniformes,0.140000001,18.5,3.8,3.47,1200,4.4,5.624158,bearers,fusiform_normal,bathydemersal,balistiform
Adelotremus deloachi,Actinopterygii,Perciformes,1.600000024,2.8,75.7,3.2,17,27.92963333,0.8441769,guarders,elongated_oval,pelagic_neritic,subcarangiform
Adelotremus leptus,Actinopterygii,Perciformes,1.590000033,2.8,75.7,3.2,15,27.90563333,0.8505554,guarders,elongated_oval,pelagic_neritic,subcarangiform
Adventor elongatus,Actinopterygii,Scorpaeniformes,0.573233329,0.9,183.5,3.28,50,27.6,2.912090744,guarders,elongated,demersal,subcarangiform
Aeoliscus punctulatus,Actinopterygii,Syngnathiformes,0.550000012,10,14.3,3.1,10,27.3,1.975543,nonguarders,elongated,reef_associated,balistiform
Aeoliscus strigatus,Actinopterygii,Syngnathiformes,0.550000012,10,14.3,3.46,42,28.6,1.975543,nonguarders,elongated_compressed,reef_associated,balistiform
Aesopia cornuta,Actinopterygii,Pleuronectiformes,0.289999992,15.7,23.2,3.52,100,28,2.666142,nonguarders,short_and_or_deep,reef_associated,anguilliform
Aetapcus maculatus,Actinopterygii,Scorpaeniformes,0.336162499,13.5,11.5,3.53,50,17.1,3.05673374,bearers_internal_live_bearers,fusiform_normal,demersal,balistiform
Aethaloperca rogaa,Actinopterygii,Perciformes,0.180000007,34.1,5,4.2,60,27.9,4.805524,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep_compressed,reef_associated,subcarangiform
Aetheliparis taurocanis,Actinopterygii,Scorpaeniformes,2.349999905,2.6,31.8,3.14,869,3.710866667,0.5803428,nonguarders,elongated_oval,bathypelagic,subcarangiform
Aethotaxis mitopteryx,Actinopterygii,Perciformes,0.039999999,23.40063,3.611499996,3.4,850,0.9,14.93412535,mixed,fusiform_normal,bathypelagic,labriform
Afurcagobius suppositus,Actinopterygii,Perciformes,0.579999983,7.6,7.7,3.41,70.933,19.11791667,1.943938,guarders,fusiform_normal,benthopelagic,diodontiform
Agonomalus jordani,Actinopterygii,Scorpaeniformes,0.379999995,11.8,5.7,3.24,105,11.6,2.820632,nonguarders,elongated,demersal,balistiform
Agonomalus mozinoi,Actinopterygii,Scorpaeniformes,0.730000019,6.3,8.8,3.16,11,10.7,1.584689,nonguarders,elongated,demersal,balistiform
Agonomalus proboscidalis,Actinopterygii,Scorpaeniformes,0.340000004,12.9,3.2,3.25,102,7.8,3.085944,nonguarders,elongated,demersal,balistiform
Agonopsis asperoculis,Actinopterygii,Scorpaeniformes,0.400000006,0.9,73.4,3.24,20,14.1,3.961075,nonguarders,elongated,demersal,balistiform
Agonopsis chiloensis,Actinopterygii,Scorpaeniformes,0.439999998,8.5,23.1,3.23,400,7.1,2.500069,nonguarders,elongated,demersal,balistiform
Agonopsis sterletus,Actinopterygii,Scorpaeniformes,0.449999988,10,9.4,3.22,91,16.9,2.412331,nonguarders,elongated,demersal,balistiform
Agonopsis vulsa,Actinopterygii,Scorpaeniformes,0.340000004,12.9,5.4,3.26,163,9.1,3.085944,nonguarders,elongated_compressed,demersal,balistiform
Agonostomus monticola,Actinopterygii,Mugiliformes,0.270000011,21.7,5.4,2.98,50,26.8,3.000535,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,pelagic_neritic,subcarangiform
Agonostomus telfairii,Actinopterygii,Mugiliformes,0.140000001,41.5,12,2.34,50,26.4,6.331953,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,pelagic_neritic,subcarangiform
Agonus cataphractus,Actinopterygii,Scorpaeniformes,0.474999994,9.506703,8,3.43,270,9.2,2.303817,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,demersal,balistiform
Agrostichthys parkeri,Actinopterygii,Lampriformes,0.119728,141.4,2.3,4.26,1000,9.5,9.18505517,nonguarders,eel_like,pelagic_oceanic,thunniform
Ahlia egmontis,Actinopterygii,Anguilliformes,0.5,25.5,15,4.13,37,26.4,1.673137,nonguarders_open_water_substratum_egg_scatterers,eel_like,reef_associated,anguilliform
Ahliesaurus berryi,Actinopterygii,Aulopiformes,0.322659999,16.8,4,3,2000,9.1,2.80633247,nonguarders,elongated,bathypelagic,carangiform
Ahliesaurus brevis,Actinopterygii,Aulopiformes,0.291716667,13.5,4.7,3.28,3000,5.6,3.392288843,nonguarders,elongated,bathypelagic,carangiform
Aiakas kreffti,Actinopterygii,Perciformes,0.159999996,18.6,3.8,3.43,800,4.5,4.898257,bearers,eel_like,bathydemersal,anguilliform
Aiakas zinorum,Actinopterygii,Perciformes,0.50999999,6.2,7.9,3.25,630,5.090767021,2.278224,bearers,eel_like,bathydemersal,anguilliform
Aidablennius sphynx,Actinopterygii,Perciformes,0.899999976,5.8,46.7,2.1,10,18.8,1.316472,guarders_nesters,fusiform_normal_circular,demersal,subcarangiform
Aioliops brachypterus,Actinopterygii,Perciformes,1.276162743,2,43.3,3.04,10,28.11625965,0.983619154,guarders,elongated,reef_associated,anguilliform
Aioliops megastigma,Actinopterygii,Perciformes,1.188429413,2.4,37.5,3.12,10,28.9,1.061111716,guarders,elongated,reef_associated,anguilliform
Aioliops novaeguineae,Actinopterygii,Perciformes,1.804643329,1.9,97.8,3.03,10,28.8,0.80166584,guarders,elongated,reef_associated,anguilliform
Aioliops tetrophthalmus,Actinopterygii,Perciformes,0.939169998,0.9,161.6,3.07,4,27.8,1.68482925,guarders,elongated,reef_associated,anguilliform
Akarotaxis nudiceps,Actinopterygii,Perciformes,0.412633333,8.8,13.7,3.44,915,-0.8,2.65678925,nonguarders,elongated,bathydemersal,subcarangiform
Akko brevis,Actinopterygii,Perciformes,0.74000001,0.9,73.4,3.36,20,26.42498968,2.152473,guarders,elongated,demersal,diodontiform
Akko dionaea,Actinopterygii,Perciformes,0.779999971,5.8,20.8,3,20,26.38396196,1.517468,guarders,fusiform_normal,demersal,diodontiform
Akko rossi,Actinopterygii,Perciformes,0.699999988,6.4,19.5,3.37,10,24.68437862,1.670421,guarders,elongated,demersal,diodontiform
Alabes bathys,Actinopterygii,Gobiesociformes,0.49000001,3,31.9,3.18,348,11.9,2.573765,mixed,eel_like,bathydemersal,anguilliform
Alabes brevis,Actinopterygii,Gobiesociformes,0.959999979,1.9,29.2,3.03,55.92166667,22.676,1.456248,mixed,eel_like,demersal,anguilliform
Alabes dorsalis,Actinopterygii,Gobiesociformes,0.209999993,8.2,36.6,3.38,10,17.4,5.223195,mixed,eel_like,demersal,anguilliform
